id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,created_at,url,image_url,latitude,longitude,private_latitude,private_longitude,place_county_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
66357,8baf60ce-b01f-466a-8e2a-b0bba6c12e01,2012-04-15,2012-04-15,,Eastern Time (US & Canada),2012-04-16 11:32:38 UTC,http://www.inaturalist.org/observations/66357,https://inaturalist-open-data.s3.amazonaws.com/photos/101043/medium.JPG,40.8069093376,-77.9145895179,,,Centre,Osmia cornifrons,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
1695898,9f33fefc-6829-4b6d-8564-a5673e03dd31,2015-06-21 12:18:35,2015-06-21,2015-06-21 16:18:35 UTC,Eastern Time (US & Canada),2015-06-27 02:29:07 UTC,http://www.inaturalist.org/observations/1695898,https://static.inaturalist.org/photos/2053443/medium.jpg,40.7310633333,-77.7533783333,,,Centre,Osmia georgica,Osmia georgica,Georgia Mason Bee,Insecta,226669
2735164,f9f46213-b3c6-4588-a0c6-e93cf06c6c33,2015-05-10 16:15:44,2015-05-10,2015-05-10 20:15:44 UTC,Eastern Time (US & Canada),2016-03-01 18:13:04 UTC,http://www.inaturalist.org/observations/2735164,https://inaturalist-open-data.s3.amazonaws.com/photos/3086705/medium.jpg,40.30184,-75.035696,,,Bucks,Osmia cornifrons,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
5700972,175f4aca-0f62-4d54-ac54-3e6a4dd70bd2,Fri Apr 14 2017 17:58:30 GMT-0400 (EDT),2017-04-14,2017-04-14 21:58:30 UTC,Eastern Time (US & Canada),2017-04-14 22:10:30 UTC,https://www.inaturalist.org/observations/5700972,https://static.inaturalist.org/photos/7062760/medium.jpg,40.5313482073,-80.0337606932,,,Allegheny,Osmia cornifrons,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
11572377,b5bbc07d-4acb-499b-923d-ac927aef2164,2018/04/27 1:04 PM EDT,2018-04-27,2018-04-27 17:04:00 UTC,Eastern Time (US & Canada),2018-04-28 03:07:12 UTC,https://www.inaturalist.org/observations/11572377,https://static.inaturalist.org/photos/16527750/medium.jpeg,40.4270097061,-79.8960408568,,,Allegheny,Horned-face Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
12164118,919fe1fd-9f89-4e4b-b438-d111d15839d8,Sat May 05 2018 12:39:10 GMT-0400 (EDT),2018-05-05,2018-05-05 16:39:10 UTC,Eastern Time (US & Canada),2018-05-05 17:03:10 UTC,https://www.inaturalist.org/observations/12164118,https://inaturalist-open-data.s3.amazonaws.com/photos/17461758/medium.jpg,40.473655,-79.9137716667,,,Allegheny,Taurus Mason Bee,Osmia taurus,Taurus Mason Bee,Insecta,461507
22214731,89782923-0c6d-4224-89d6-26195e84f1cb,2019/04/08 2:49 PM EDT,2019-04-08,2019-04-08 18:49:00 UTC,Eastern Time (US & Canada),2019-04-08 23:03:11 UTC,https://www.inaturalist.org/observations/22214731,https://static.inaturalist.org/photos/34397488/medium.jpg,39.8974263107,-75.3481964897,,,Delaware,Horn-faced Mason,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
22252847,6f20b986-8ec0-40ec-b156-fad464957dc5,2019-04-09 4:16:54 PM EDT,2019-04-09,2019-04-09 20:16:54 UTC,Eastern Time (US & Canada),2019-04-09 20:21:53 UTC,https://www.inaturalist.org/observations/22252847,https://inaturalist-open-data.s3.amazonaws.com/photos/34458453/medium.jpeg,41.2673772649,-80.446269745,,,Mercer,Hornfaced Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
22490446,9c7ca9bf-3dfe-43b5-8ffd-fcf3bb9aa18f,Sun Apr 14 2019 19:28:25 GMT-0400 (EDT),2019-04-14,2019-04-14 23:28:25 UTC,Eastern Time (US & Canada),2019-04-14 23:29:05 UTC,https://www.inaturalist.org/observations/22490446,https://static.inaturalist.org/photos/34840917/medium.jpg,39.8996262077,-76.6403731007,,,York,Hornfaced Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
22668157,face4967-006a-47fd-9d5b-469338c133b3,2019/04/18 2:03 AM EDT,2019-04-18,2019-04-18 06:03:00 UTC,Eastern Time (US & Canada),2019-04-18 18:15:49 UTC,https://www.inaturalist.org/observations/22668157,https://inaturalist-open-data.s3.amazonaws.com/photos/35121583/medium.jpeg,40.3356483,-75.9268747,,,Berks,Unequal Cellophane Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
22669921,4ec13fd3-5716-4813-833b-4a7f71eda35b,2019/04/14 5:48 PM EDT,2019-04-14,2019-04-14 21:48:00 UTC,Eastern Time (US & Canada),2019-04-18 18:56:49 UTC,https://www.inaturalist.org/observations/22669921,https://static.inaturalist.org/photos/35125649/medium.jpg,39.8981964285,-75.3475943337,,,Delaware,Taurus Mason Bee,Osmia taurus,Taurus Mason Bee,Insecta,461507
22680341,19f4803a-4bff-4269-b977-eeea4cc28967,2019/04/18 4:13 PM EDT,2019-04-18,2019-04-18 20:13:00 UTC,Eastern Time (US & Canada),2019-04-18 22:57:43 UTC,https://www.inaturalist.org/observations/22680341,https://static.inaturalist.org/photos/35142745/medium.jpg,39.8975379449,-75.3470793496,,,Delaware,Taurus Mason Bee,Osmia taurus,Taurus Mason Bee,Insecta,461507
22755416,440da32a-37e4-43ba-924b-9d75fc3443e8,2019-04-20 9:58:04 AM EDT,2019-04-20,2019-04-20 13:58:04 UTC,Eastern Time (US & Canada),2019-04-20 14:33:38 UTC,https://www.inaturalist.org/observations/22755416,https://inaturalist-open-data.s3.amazonaws.com/photos/35264812/medium.jpeg,40.33188382,-79.29855284,,,Westmoreland,Taurus Mason Bee,Osmia taurus,Taurus Mason Bee,Insecta,461507
22780688,46e4d8e2-8340-44aa-9970-5a896b158f6f,2019/04/20 12:20 PM EDT,2019-04-20,2019-04-20 16:20:00 UTC,Eastern Time (US & Canada),2019-04-20 21:55:17 UTC,https://www.inaturalist.org/observations/22780688,https://inaturalist-open-data.s3.amazonaws.com/photos/35302678/medium.jpg,40.7196594556,-79.512449174,,,Armstrong,Bufflehead Mason Bee,Osmia bucephala,Bufflehead Mason Bee,Insecta,199125
22791126,16d9f425-90ef-46eb-8d35-312cf3187eeb,2019-04-20 9:21:07 PM EDT,2019-04-20,2019-04-21 01:21:07 UTC,Eastern Time (US & Canada),2019-04-21 01:24:48 UTC,https://www.inaturalist.org/observations/22791126,https://inaturalist-open-data.s3.amazonaws.com/photos/35321090/medium.jpg,40.2098518931,-75.2792771906,,,Montgomery,Osmia lignaria lignaria,Osmia lignaria lignaria,Eastern Blue Orchard Bee,Insecta,569490
22819611,64051d6c-9ca1-4f51-bc78-34040fbc8a77,Sun Apr 21 2019 11:48:54 GMT-0400 (EDT),2019-04-21,2019-04-21 15:48:54 UTC,Eastern Time (US & Canada),2019-04-21 15:51:15 UTC,https://www.inaturalist.org/observations/22819611,https://inaturalist-open-data.s3.amazonaws.com/photos/35367562/medium.jpg,41.7837116667,-76.790445,,,Bradford,Hornfaced Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
22946174,9c216127-20a3-47cf-b0be-f48cc26ccb2e,2019-04-23 12:07:49 PM EDT,2019-04-23,2019-04-23 16:07:49 UTC,Eastern Time (US & Canada),2019-04-23 16:05:48 UTC,https://www.inaturalist.org/observations/22946174,https://inaturalist-open-data.s3.amazonaws.com/photos/35649577/medium.jpeg,40.4294433594,-79.9527740479,,,Allegheny,Hornfaced Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
23087729,04a52b34-6423-4610-85be-56ed639c0176,2019-04-25 4:08:54 PM EDT,2019-04-25,2019-04-25 20:08:54 UTC,Eastern Time (US & Canada),2019-04-26 01:46:14 UTC,https://www.inaturalist.org/observations/23087729,https://inaturalist-open-data.s3.amazonaws.com/photos/35793416/medium.jpeg,39.969165802,-75.182258606,,,Philadelphia,Hornfaced Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
23364896,2846238b-f42a-4ddd-ac0b-d21c99e87f3c,2019-04-27 9:58:19 AM EDT,2019-04-27,2019-04-27 13:58:19 UTC,Eastern Time (US & Canada),2019-04-27 14:07:03 UTC,https://www.inaturalist.org/observations/23364896,https://static.inaturalist.org/photos/36193590/medium.jpeg,39.94725249,-75.21953677,,,Philadelphia,Blue Orchard Bee,Osmia lignaria,Blue Orchard Bee,Insecta,121507
23438782,5933fa35-af61-4163-bfce-76171c77eac6,Sat Apr 27 2019 14:55:22 GMT-0400 (EDT),2019-04-27,2019-04-27 18:55:22 UTC,Eastern Time (US & Canada),2019-04-27 18:56:08 UTC,https://www.inaturalist.org/observations/23438782,https://static.inaturalist.org/photos/36297694/medium.jpg,40.4440604226,-79.9260159482,,,Allegheny,Osmia lignaria lignaria,Osmia lignaria lignaria,Eastern Blue Orchard Bee,Insecta,569490
23544977,0d5febb0-e502-4733-8420-bab00e97a482,Sat Apr 27 2019 15:04:58 GMT-0400 (EDT),2019-04-27,2019-04-27 19:04:58 UTC,Eastern Time (US & Canada),2019-04-28 02:29:32 UTC,https://www.inaturalist.org/observations/23544977,https://inaturalist-open-data.s3.amazonaws.com/photos/36457601/medium.jpg,40.507695,-80.363205,,,Beaver,Horn-faced Mason,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
24115400,6119dc16-156a-4216-9f80-60d32815890c,2019/04/29 12:04 PM EDT,2019-04-29,2019-04-29 16:04:00 UTC,Eastern Time (US & Canada),2019-04-30 02:38:38 UTC,https://www.inaturalist.org/observations/24115400,https://inaturalist-open-data.s3.amazonaws.com/photos/37294224/medium.jpg,40.4242611102,-79.9934260146,,,Allegheny,Hornfaced Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
24293430,b0d9d61c-0270-46bd-9b1d-609cf0f373ca,2019-05-01 12:48:09 PM EDT,2019-05-01,2019-05-01 16:48:09 UTC,Eastern Time (US & Canada),2019-05-01 16:51:07 UTC,https://www.inaturalist.org/observations/24293430,https://inaturalist-open-data.s3.amazonaws.com/photos/37566629/medium.jpeg,40.6055159,-79.1820645,,,Indiana,Hornfaced Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
24383320,bac07324-4f76-4cdf-b325-a34cdabcdbb3,2019/05/02 12:51 PM EDT,2019-05-02,2019-05-02 16:51:00 UTC,Eastern Time (US & Canada),2019-05-02 17:51:19 UTC,https://www.inaturalist.org/observations/24383320,https://static.inaturalist.org/photos/37702136/medium.jpeg,41.4285778611,-79.7133635444,,,Venango,Hornfaced Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
24927334,75b9feb4-a95c-4f20-91ea-0e5440c17fe0,2019-05-10 4:23:58 PM EDT,2019-05-10,2019-05-10 20:23:58 UTC,Eastern Time (US & Canada),2019-05-11 11:26:30 UTC,https://www.inaturalist.org/observations/24927334,https://inaturalist-open-data.s3.amazonaws.com/photos/38562346/medium.jpeg,40.0702781677,-75.2319412231,,,Philadelphia,Hornfaced Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
25124751,33f62489-29ad-4d8b-aab5-99dc0fd3d553,2019/05/12 10:57 PM EDT,2019-05-12,2019-05-13 02:57:00 UTC,Eastern Time (US & Canada),2019-05-14 19:50:47 UTC,https://www.inaturalist.org/observations/25124751,https://static.inaturalist.org/photos/38885481/medium.jpeg,41.4285856801,-79.7133744398,,,Venango,Taurus Mason Bee,Osmia taurus,Taurus Mason Bee,Insecta,461507
26682380,a96bd161-0868-47b3-b17e-2d85e310efd9,2019/06/07 12:53 PM EDT,2019-06-07,2019-06-07 16:53:00 UTC,Eastern Time (US & Canada),2019-06-09 16:15:43 UTC,https://www.inaturalist.org/observations/26682380,https://inaturalist-open-data.s3.amazonaws.com/photos/41441625/medium.jpg,40.4368586739,-79.8949074518,,,Allegheny,Bufflehead Mason Bee,Osmia bucephala,Bufflehead Mason Bee,Insecta,199125
38056253,67de7ad6-1bd7-467c-a84a-29732c0c68c9,2018/04/21 3:31 AM EDT,2018-04-21,2018-04-21 07:31:00 UTC,Eastern Time (US & Canada),2020-01-28 11:59:56 UTC,https://www.inaturalist.org/observations/38056253,https://inaturalist-open-data.s3.amazonaws.com/photos/60427897/medium.jpeg,40.0500069169,-76.8303056731,,,York,Taurus Mason Bee,Osmia taurus,Taurus Mason Bee,Insecta,461507
38056387,fd71bacc-6a65-4e0c-99ee-e403cee19cbe,2018/04/21 3:31 AM EDT,2018-04-21,2018-04-21 07:31:00 UTC,Eastern Time (US & Canada),2020-01-28 12:04:54 UTC,https://www.inaturalist.org/observations/38056387,https://inaturalist-open-data.s3.amazonaws.com/photos/60428033/medium.jpeg,40.0500233424,-76.8302842154,,,York,Taurus Mason Bee,Osmia taurus,Taurus Mason Bee,Insecta,461507
41106851,51db43c7-3445-4ad2-ac33-3dc9ceb9ff94,Sun Mar 29 2020 17:18:26 GMT-0400 (EDT),2020-03-29,2020-03-29 21:18:26 UTC,Eastern Time (US & Canada),2020-03-31 15:16:18 UTC,https://www.inaturalist.org/observations/41106851,https://inaturalist-open-data.s3.amazonaws.com/photos/65182076/medium.jpg,40.39838833,-80.03952783,,,Allegheny,Horn-faced Mason,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
41493127,001c46c4-e73f-4bcf-9c4a-f803858e63ed,Sun Apr 05 2020 15:27:05 GMT-0400 (EDT),2020-04-05,2020-04-05 19:27:05 UTC,Eastern Time (US & Canada),2020-04-05 23:37:17 UTC,https://www.inaturalist.org/observations/41493127,https://inaturalist-open-data.s3.amazonaws.com/photos/65827431/medium.jpg,41.783295,-76.79103,,,Bradford,Hornfaced Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
41561239,2f627727-f7bd-4f67-9037-cca8fe6dea84,Mon Apr 06 2020 17:36:30 GMT-0400 (EDT),2020-04-06,2020-04-06 21:36:30 UTC,Eastern Time (US & Canada),2020-04-06 21:50:16 UTC,https://www.inaturalist.org/observations/41561239,https://inaturalist-open-data.s3.amazonaws.com/photos/65940020/medium.jpg,40.2716874099,-80.1259544493,,,Washington,Horn-faced Mason,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
41613972,0ca14f73-93f2-4f77-8ec5-15a1d07d5729,2020-04-07 11:51:27 AM EDT,2020-04-07,2020-04-07 15:51:27 UTC,Eastern Time (US & Canada),2020-04-07 15:56:39 UTC,https://www.inaturalist.org/observations/41613972,https://inaturalist-open-data.s3.amazonaws.com/photos/66015476/medium.jpeg,40.1970158921,-77.1892869473,,,Cumberland,Horn-faced Mason,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
41616410,9b5a24b7-a41a-4de8-a5c0-3b2813e6038c,2020-04-07,2020-04-07,,UTC,2020-04-07 16:31:43 UTC,https://www.inaturalist.org/observations/41616410,https://static.inaturalist.org/photos/66019760/medium.jpeg,40.0881076572,-75.7714987546,,,Chester,Horn-faced Mason Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
41638766,adff915d-d276-400e-a123-3049a0f5dfd2,2020-04-07,2020-04-07,,UTC,2020-04-07 21:15:24 UTC,https://www.inaturalist.org/observations/41638766,https://static.inaturalist.org/photos/66055552/medium.jpeg,40.0882592513,-75.7714390755,,,Chester,Hornfaced Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
41786692,8ca2af3a-4185-4a2a-ab2a-f5eba174445e,2020/04/09 11:47 AM EDT,2020-04-09,2020-04-09 15:47:00 UTC,Eastern Time (US & Canada),2020-04-09 21:20:12 UTC,https://www.inaturalist.org/observations/41786692,https://inaturalist-open-data.s3.amazonaws.com/photos/66300664/medium.jpg,39.9061422,-75.3523866,,,Delaware,Taurus Mason Bee,Osmia taurus,Taurus Mason Bee,Insecta,461507
42064192,6a7892f6-826b-46e8-8571-9b0e09ea8943,Fri Apr 10 2020 21:27:34 GMT-0400 (EDT),2020-04-10,2020-04-11 01:27:34 UTC,Eastern Time (US & Canada),2020-04-13 03:49:59 UTC,https://www.inaturalist.org/observations/42064192,https://static.inaturalist.org/photos/66763767/medium.jpg,40.5049372429,-80.3633463245,,,Beaver,Horn-faced Mason,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
42517810,ea7007c0-c8db-4a12-85e2-b76472f4d45f,2020-04-18 6:19:40 PM EDT,2020-04-18,2020-04-18 22:19:40 UTC,Eastern Time (US & Canada),2020-04-18 22:21:39 UTC,https://www.inaturalist.org/observations/42517810,https://inaturalist-open-data.s3.amazonaws.com/photos/67511462/medium.jpeg,40.1972411,-77.1893952,,,Cumberland,Hornfaced Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
42613344,d21cb8de-e578-445f-a303-56aff50e491f,2020-04-19 1:53:51 PM EDT,2020-04-19,2020-04-19 17:53:51 UTC,Eastern Time (US & Canada),2020-04-19 21:34:19 UTC,https://www.inaturalist.org/observations/42613344,https://inaturalist-open-data.s3.amazonaws.com/photos/67667689/medium.jpeg,40.4465083333,-75.8874805556,,,Berks,Osmia,Osmia,,Insecta,628301
42616092,eaa91c8f-ada2-4845-86af-0a56aea62638,2020-04-19 1:41:07 PM EDT,2020-04-19,2020-04-19 17:41:07 UTC,Eastern Time (US & Canada),2020-04-19 21:59:52 UTC,https://www.inaturalist.org/observations/42616092,https://inaturalist-open-data.s3.amazonaws.com/photos/67672127/medium.jpeg,40.4461611111,-75.8878583333,,,Berks,Osmia,Osmia,,Insecta,628301
42686999,37c963fc-2531-4b3d-91ec-c6f6928bd802,2020-04-20 1:42:47 PM EDT,2020-04-20,2020-04-20 17:42:47 UTC,Eastern Time (US & Canada),2020-04-20 18:24:24 UTC,https://www.inaturalist.org/observations/42686999,https://inaturalist-open-data.s3.amazonaws.com/photos/67790640/medium.jpeg,40.4462833333,-75.8878,,,Berks,Horn-faced Mason,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
43482433,193d02dc-a76c-45ea-98c4-c60ec1edf053,2020-04-25 4:28:54 PM EDT,2020-04-25,2020-04-25 20:28:54 UTC,Eastern Time (US & Canada),2020-04-25 23:14:30 UTC,https://www.inaturalist.org/observations/43482433,https://static.inaturalist.org/photos/68989760/medium.jpg,40.068831,-75.2282309722,,,Philadelphia,Bufflehead Mason Bee,Osmia bucephala,Bufflehead Mason Bee,Insecta,199125
43502181,9b1bf4f7-cb25-4c66-9ed3-eb90366582cd,2020/04/25 9:34 AM EDT,2020-04-25,2020-04-25 13:34:00 UTC,Eastern Time (US & Canada),2020-04-26 00:42:21 UTC,https://www.inaturalist.org/observations/43502181,https://inaturalist-open-data.s3.amazonaws.com/photos/69018096/medium.jpeg,40.5309849925,-79.7963397776,,,Allegheny,Horn-faced Mason,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
43602335,427156ec-614e-4f88-aedc-35767395eb8b,Sun Apr 26 2020 08:44:33 GMT-0400 (EDT),2020-04-26,2020-04-26 12:44:33 UTC,Eastern Time (US & Canada),2020-04-26 13:01:07 UTC,https://www.inaturalist.org/observations/43602335,https://inaturalist-open-data.s3.amazonaws.com/photos/69173343/medium.jpg,40.6926,-80.0835945,,,Butler,Hornfaced Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
44109012,f51dd7b3-229e-4c14-bee0-92faa3eaeeba,Wed Apr 08 2020 17:42:19 GMT-0400 (EDT),2020-04-08,2020-04-08 21:42:19 UTC,Eastern Time (US & Canada),2020-04-28 11:18:47 UTC,https://www.inaturalist.org/observations/44109012,https://inaturalist-open-data.s3.amazonaws.com/photos/69936671/medium.jpg,39.9816378937,-80.0297513792,,,Greene,Taurus Mason Bee,Osmia taurus,Taurus Mason Bee,Insecta,461507
44153128,65b00eff-5333-4b01-84a5-7c4a87ea295f,Tue Apr 28 2020 14:01:26 GMT-0400 (EDT),2020-04-28,2020-04-28 18:01:26 UTC,Eastern Time (US & Canada),2020-04-28 18:12:35 UTC,https://www.inaturalist.org/observations/44153128,https://inaturalist-open-data.s3.amazonaws.com/photos/70004476/medium.jpg,41.78366167,-76.790445,,,Bradford,Horn-faced Mason,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
44255629,c4675615-3b85-4965-8749-3f28d98cddc1,2020/04/25 3:28 PM EDT,2020-04-25,2020-04-25 19:28:00 UTC,Eastern Time (US & Canada),2020-04-29 14:52:41 UTC,https://www.inaturalist.org/observations/44255629,https://inaturalist-open-data.s3.amazonaws.com/photos/70163583/medium.jpg,40.06885,-75.2281433333,,,Philadelphia,Bufflehead Mason Bee,Osmia bucephala,Bufflehead Mason Bee,Insecta,199125
44326821,9ad893ba-1275-4080-b8a4-56bfc280a9df,2020/04/29 2:22 PM UTC,2020-04-29,,UTC,2020-04-30 01:34:25 UTC,https://www.inaturalist.org/observations/44326821,https://static.inaturalist.org/photos/70272622/medium.jpeg,39.852967,-78.602762,,,Bedford,Taurus Mason Bee,Osmia taurus,Taurus Mason Bee,Insecta,461507
44473997,645b342e-405a-4015-8c62-b4ea3cfc20ae,2020-05-01 10:09:30 AM EDT,2020-05-01,2020-05-01 14:09:30 UTC,Eastern Time (US & Canada),2020-05-01 14:10:14 UTC,https://www.inaturalist.org/observations/44473997,https://inaturalist-open-data.s3.amazonaws.com/photos/70514106/medium.jpg,40.2484829862,-80.0446020439,,,Washington,Horn-faced Mason,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
44497297,789fd8da-eef9-44af-a5bf-9152fa15443f,2020-05-01 1:00:56 PM EDT,2020-05-01,2020-05-01 17:00:56 UTC,Eastern Time (US & Canada),2020-05-01 17:57:50 UTC,https://www.inaturalist.org/observations/44497297,https://inaturalist-open-data.s3.amazonaws.com/photos/70550172/medium.jpeg,40.8042804722,-77.8637081944,,,Centre,Horn-faced Mason,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
44628094,e678d6c1-a122-4f3b-8afe-75ec775dcea4,Sat May 02 2020 15:19:58 GMT-0400 (EDT),2020-05-02,2020-05-02 19:19:58 UTC,Eastern Time (US & Canada),2020-05-02 19:21:26 UTC,https://www.inaturalist.org/observations/44628094,https://static.inaturalist.org/photos/70753237/medium.jpg,40.3227825913,-75.4127126374,,,Montgomery,Blue Orchard Bee,Osmia lignaria,Blue Orchard Bee,Insecta,121507
44806867,89f2e01b-237c-424b-b54e-51439b982e39,2020-05-03 6:26:40 PM EDT,2020-05-03,2020-05-03 22:26:40 UTC,Eastern Time (US & Canada),2020-05-03 22:27:54 UTC,https://www.inaturalist.org/observations/44806867,https://static.inaturalist.org/photos/71030809/medium.jpeg,40.8029281,-77.876206,,,Centre,Horn-faced Mason,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
44812944,3e079e26-f37e-4539-9c57-eb633d34886f,2020-05-03 7:15:56 PM EDT,2020-05-03,2020-05-03 23:15:56 UTC,Eastern Time (US & Canada),2020-05-03 23:19:11 UTC,https://www.inaturalist.org/observations/44812944,https://inaturalist-open-data.s3.amazonaws.com/photos/71040595/medium.jpeg,40.7750369722,-77.791893,,,Centre,Horn-faced Mason,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
44873685,607a3270-0dcb-4503-a296-2337d31833d0,Mon May 04 2020 09:45:39 GMT-0400 (EDT),2020-05-04,2020-05-04 13:45:39 UTC,Eastern Time (US & Canada),2020-05-04 13:58:49 UTC,https://www.inaturalist.org/observations/44873685,https://static.inaturalist.org/photos/71137953/medium.jpg,40.2030747269,-75.1960429435,,,Bucks,Taurus Mason Bee,Osmia taurus,Taurus Mason Bee,Insecta,461507
