id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,created_at,url,image_url,latitude,longitude,private_latitude,private_longitude,place_county_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
113476457,a0623d20-02dc-458f-be4d-6866c8b1b974,2022-04-29 13:25:25,2022-04-29,2022-04-29 17:25:25 UTC,Eastern Time (US & Canada),2022-04-29 17:28:50 UTC,https://www.inaturalist.org/observations/113476457,https://inaturalist-open-data.s3.amazonaws.com/photos/191711363/medium.jpeg,40.4530972236,-79.8245178212,,,Allegheny,Horn-faced Mason Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
113515135,0b056342-4bde-4e6c-99da-fe321b74064b,2022-04-29 15:00:39-04:00,2022-04-29,2022-04-29 19:00:39 UTC,Eastern Time (US & Canada),2022-04-29 19:14:52 UTC,https://www.inaturalist.org/observations/113515135,https://inaturalist-open-data.s3.amazonaws.com/photos/191772212/medium.jpg,40.3289416667,-76.7307583333,,,Dauphin,Horn-faced Mason Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
113835804,c01afc53-27c3-45b2-8db7-66153c835f5b,2022-04-30 11:39:38,2022-04-30,2022-04-30 15:39:38 UTC,Eastern Time (US & Canada),2022-04-30 15:45:15 UTC,https://www.inaturalist.org/observations/113835804,https://static.inaturalist.org/photos/192285112/medium.jpeg,42.0355970577,-80.2604192868,,,Erie,Mason Bees,Osmia,Mason Bees,Insecta,57674
113978864,e3000424-31b4-4116-a89c-c1678547bf69,2022-04-30 16:44:54,2022-04-30,2022-04-30 20:44:54 UTC,Eastern Time (US & Canada),2022-04-30 21:39:36 UTC,https://www.inaturalist.org/observations/113978864,https://inaturalist-open-data.s3.amazonaws.com/photos/192511093/medium.jpeg,40.4502777778,-78.3783333333,,,Blair,Horn-faced Mason Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
114777191,1686acfd-6e39-44ce-89f4-14ebd870934d,2022/05/02 10:35 AM,2022-05-02,2022-05-02 14:35:00 UTC,Eastern Time (US & Canada),2022-05-02 17:42:57 UTC,https://www.inaturalist.org/observations/114777191,https://inaturalist-open-data.s3.amazonaws.com/photos/193771906/medium.jpg,40.2736127,-76.8631663,,,Dauphin,Mason Bees,Osmia,Mason Bees,Insecta,57674
115258997,6e5355ee-61fb-4d6e-a50d-e74892fed258,2022-04-30 11:01:08-04:00,2022-04-30,2022-04-30 15:01:08 UTC,Eastern Time (US & Canada),2022-05-04 01:11:27 UTC,https://www.inaturalist.org/observations/115258997,https://inaturalist-open-data.s3.amazonaws.com/photos/194557367/medium.jpg,40.3345775791,-74.937578427,,,Bucks,Bufflehead Mason Bee,Osmia bucephala,Bufflehead Mason Bee,Insecta,199125
115418832,10604f32-0fc8-4e13-9864-1b9fa75e5888,2022/04/30 10:18 AM,2022-04-30,2022-04-30 14:18:00 UTC,Eastern Time (US & Canada),2022-05-04 18:38:11 UTC,https://www.inaturalist.org/observations/115418832,https://inaturalist-open-data.s3.amazonaws.com/photos/194790664/medium.jpg,40.7187224409,-79.5130835514,,,Armstrong,Bufflehead Mason Bee,Osmia bucephala,Bufflehead Mason Bee,Insecta,199125
115663150,c3e070ac-e6e9-4225-863a-9536f722eb3e,2022-05-05 13:20:32-04:00,2022-05-05,2022-05-05 17:20:32 UTC,Eastern Time (US & Canada),2022-05-06 01:34:36 UTC,https://www.inaturalist.org/observations/115663150,https://static.inaturalist.org/photos/195211270/medium.jpg,40.6157633333,-79.1645361667,,,Indiana,Taurus Mason Bee,Osmia taurus,Taurus Mason Bee,Insecta,461507
115776246,2a51d059-5065-4133-9166-570660b5f039,2022-05-02 16:30:57,2022-05-02,2022-05-02 20:30:57 UTC,Eastern Time (US & Canada),2022-05-06 18:41:07 UTC,https://www.inaturalist.org/observations/115776246,https://inaturalist-open-data.s3.amazonaws.com/photos/195398237/medium.jpeg,40.0309817997,-75.1937264997,,,Philadelphia,Bufflehead Mason Bee,Osmia bucephala,Bufflehead Mason Bee,Insecta,199125
115825335,7d9b525f-6c8d-40ee-8f48-1c770e69c1c0,2022-05-05 13:20:31-04:00,2022-05-05,2022-05-05 17:20:31 UTC,Eastern Time (US & Canada),2022-05-07 00:43:00 UTC,https://www.inaturalist.org/observations/115825335,https://static.inaturalist.org/photos/195483872/medium.jpg,40.6157616667,-79.1645361667,,,Indiana,Taurus Mason Bee,Osmia taurus,Taurus Mason Bee,Insecta,461507
116443191,15f4bf74-6593-4f41-b66b-0da89f899abe,2022/04/24 12:00 PM,2022-04-24,2022-04-24 16:00:00 UTC,Eastern Time (US & Canada),2022-05-10 17:14:41 UTC,https://www.inaturalist.org/observations/116443191,https://inaturalist-open-data.s3.amazonaws.com/photos/196558662/medium.jpeg,40.0304909378,-75.8433150954,,,Chester,Bufflehead Mason Bee,Osmia bucephala,Bufflehead Mason Bee,Insecta,199125
116749552,50685ea5-f780-4049-b5a2-0de798de2da8,2022/04/29 3:17 AM,2022-04-29,2022-04-29 07:17:00 UTC,Eastern Time (US & Canada),2022-05-12 21:24:45 UTC,https://www.inaturalist.org/observations/116749552,https://static.inaturalist.org/photos/197096989/medium.jpg,40.5325386545,-79.7919855569,,,Allegheny,Bufflehead Mason Bee,Osmia bucephala,Bufflehead Mason Bee,Insecta,199125
116749559,8b049c5c-005c-4432-9617-ab3e3f7d7d3d,2022/04/29 3:29 AM,2022-04-29,2022-04-29 07:29:00 UTC,Eastern Time (US & Canada),2022-05-12 21:24:47 UTC,https://www.inaturalist.org/observations/116749559,https://static.inaturalist.org/photos/197097287/medium.jpg,40.5339472732,-79.7944517585,,,Allegheny,Bufflehead Mason Bee,Osmia bucephala,Bufflehead Mason Bee,Insecta,199125
116859201,7b84cb70-07cb-45e5-a313-bd48e34af1ae,Fri May 13 2022 13:49:05 GMT -0400 (EDT),2022-05-13,2022-05-13 17:49:05 UTC,Eastern Time (US & Canada),2022-05-13 17:49:12 UTC,https://www.inaturalist.org/observations/116859201,https://inaturalist-open-data.s3.amazonaws.com/photos/197295534/medium.jpeg,40.1454620361,-76.5877380371,,,Lancaster,Horn-faced Mason Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
117495171,60106c9a-82d5-415b-b371-d046727990aa,2022-05-17 10:50:09,2022-05-17,2022-05-17 14:50:09 UTC,Eastern Time (US & Canada),2022-05-17 20:05:26 UTC,https://www.inaturalist.org/observations/117495171,https://inaturalist-open-data.s3.amazonaws.com/photos/198435575/medium.jpeg,39.9244472,-76.6741468997,,,York,Osmia lignaria,Osmia lignaria,Blue Orchard Bee,Insecta,121507
118312165,ea961af3-2f7b-403e-bb8f-56ddb71b02f0,2022/05/22 7:49 AM,2022-05-22,2022-05-22 11:49:00 UTC,Eastern Time (US & Canada),2022-05-23 02:37:21 UTC,https://www.inaturalist.org/observations/118312165,https://inaturalist-open-data.s3.amazonaws.com/photos/199880537/medium.jpg,40.4124340605,-76.9277232984,,,Dauphin,Bufflehead Mason Bee,Osmia bucephala,Bufflehead Mason Bee,Insecta,199125
119642705,af43ceba-b9a0-45c0-88b0-c994b7d2ae55,2022-05-28 10:36:21,2022-05-28,2022-05-28 14:36:21 UTC,Eastern Time (US & Canada),2022-05-31 21:03:21 UTC,https://www.inaturalist.org/observations/119642705,https://inaturalist-open-data.s3.amazonaws.com/photos/202297048/medium.jpeg,39.9241142997,-76.6744805997,,,York,Georgia Mason Bee,Osmia georgica,Georgia Mason Bee,Insecta,226669
119745270,31b1707a-e1d5-4059-8906-4ed59a451ba3,2022-05-29 14:28:14-04:00,2022-05-29,2022-05-29 18:28:14 UTC,Eastern Time (US & Canada),2022-06-01 15:39:12 UTC,https://www.inaturalist.org/observations/119745270,https://static.inaturalist.org/photos/202458857/medium.jpg,39.9758033333,-78.4100883333,,,Bedford,Bufflehead Mason Bee,Osmia bucephala,Bufflehead Mason Bee,Insecta,199125
120695703,d18ae955-297b-497e-afa7-b72a9329bacd,2022-06-06 19:25:52-04:00,2022-06-06,2022-06-06 23:25:52 UTC,Eastern Time (US & Canada),2022-06-07 17:35:59 UTC,https://www.inaturalist.org/observations/120695703,https://inaturalist-open-data.s3.amazonaws.com/photos/204164369/medium.jpg,40.1696999879,-79.8750860885,,,Washington,Bufflehead Mason Bee,Osmia bucephala,Bufflehead Mason Bee,Insecta,199125
124093222,104e3543-0d50-4fc4-bc1d-7c8e26c1a30c,Thu Jun 30 2022 07:55:38 GMT -0400 (EDT),2022-06-30,2022-06-30 11:55:38 UTC,Eastern Time (US & Canada),2022-06-30 11:55:47 UTC,https://www.inaturalist.org/observations/124093222,https://inaturalist-open-data.s3.amazonaws.com/photos/210299578/medium.jpeg,40.4714126587,-79.9233474731,,,Allegheny,Horn-faced Mason Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
124725837,5a9cc849-8813-45ea-9993-ddb85afe7a3a,2022/05/30 11:32 AM,2022-05-30,2022-05-30 15:32:00 UTC,Eastern Time (US & Canada),2022-07-04 14:24:04 UTC,https://www.inaturalist.org/observations/124725837,https://inaturalist-open-data.s3.amazonaws.com/photos/211435364/medium.jpeg,40.1254994,-75.1074911,,,Montgomery,Georgia Mason Bee,Osmia georgica,Georgia Mason Bee,Insecta,226669
131357080,0366c723-e42d-4d81-b02f-4f2fba9817a2,2022/06/15 9:37 AM,2022-06-15,2022-06-15 13:37:00 UTC,Eastern Time (US & Canada),2022-08-18 17:50:36 UTC,https://www.inaturalist.org/observations/131357080,https://static.inaturalist.org/photos/223511671/medium.jpg,40.8059961,-77.8683613,,,Centre,Bufflehead Mason Bee,Osmia bucephala,Bufflehead Mason Bee,Insecta,199125
146654510,cbca7b3d-c99f-4175-b937-7829419204ca,2022/05/09 1:32 PM,2022-05-09,2022-05-09 17:32:00 UTC,Eastern Time (US & Canada),2023-01-16 00:50:25 UTC,https://www.inaturalist.org/observations/146654510,https://static.inaturalist.org/photos/252183356/medium.jpg,40.1207273847,-75.2362103548,,,Montgomery,Bufflehead Mason Bee,Osmia bucephala,Bufflehead Mason Bee,Insecta,199125
150093829,4274df75-a425-49d7-8a90-2f6e87e4373b,2022-06-03 15:02:50-04:00,2022-06-03,2022-06-03 19:02:50 UTC,Eastern Time (US & Canada),2023-03-03 00:16:16 UTC,https://www.inaturalist.org/observations/150093829,https://inaturalist-open-data.s3.amazonaws.com/photos/258740581/medium.jpg,40.1698240989,-79.8751015183,,,Washington,Bufflehead Mason Bee,Osmia bucephala,Bufflehead Mason Bee,Insecta,199125
151958034,77a0fa60-cc0c-4086-a3c8-e331eef5d226,2023/03/22 3:40 PM,2023-03-22,2023-03-22 19:40:00 UTC,Eastern Time (US & Canada),2023-03-22 20:14:00 UTC,https://www.inaturalist.org/observations/151958034,https://static.inaturalist.org/photos/262268803/medium.jpg,39.9020565,-75.3499123,,,Delaware,Blue Orchard Bee,Osmia lignaria,Blue Orchard Bee,Insecta,121507
152406256,977d0cd1-c13a-4a8b-b89e-911b93fc23bb,2023/03/26 2:07 PM,2023-03-26,2023-03-26 18:07:00 UTC,Eastern Time (US & Canada),2023-03-26 19:03:59 UTC,https://www.inaturalist.org/observations/152406256,https://inaturalist-open-data.s3.amazonaws.com/photos/263091792/medium.jpg,40.71446386,-76.8388826131,,,Northumberland,Horn-faced Mason Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
153487404,580b7499-6306-4e59-af27-26e647a13d18,2023-04-04 11:08:41-04:00,2023-04-04,2023-04-04 15:08:41 UTC,Eastern Time (US & Canada),2023-04-04 20:44:31 UTC,https://www.inaturalist.org/observations/153487404,https://inaturalist-open-data.s3.amazonaws.com/photos/265100929/medium.jpg,40.5036616667,-78.00356945,,,Huntingdon,Bufflehead Mason Bee,Osmia bucephala,Bufflehead Mason Bee,Insecta,199125
154608592,18e8fcc5-0864-4186-b037-5ffa79eb85e7,2023-04-12 13:37:06-04:00,2023-04-12,2023-04-12 17:37:06 UTC,Eastern Time (US & Canada),2023-04-12 20:08:37 UTC,https://www.inaturalist.org/observations/154608592,https://inaturalist-open-data.s3.amazonaws.com/photos/267160251/medium.jpg,40.1692331,-79.8750769,,,Washington,Bufflehead Mason Bee,Osmia bucephala,Bufflehead Mason Bee,Insecta,199125
154704463,0fd67643-94c2-4091-8039-3a1f336dbadb,2023-04-13 09:56:49-04:00,2023-04-13,2023-04-13 13:56:49 UTC,Eastern Time (US & Canada),2023-04-13 15:07:46 UTC,https://www.inaturalist.org/observations/154704463,https://inaturalist-open-data.s3.amazonaws.com/photos/267338072/medium.jpg,40.3286883333,-75.0672445,,,Bucks,Horn-faced Mason Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
154753650,7c841c57-5017-4135-bb3b-904fc2c75d5a,2023/04/13 4:19 AM,2023-04-13,2023-04-13 08:19:00 UTC,Eastern Time (US & Canada),2023-04-13 21:48:43 UTC,https://www.inaturalist.org/observations/154753650,https://inaturalist-open-data.s3.amazonaws.com/photos/267425967/medium.jpeg,41.2059157,-76.0660369,,,Luzerne,Taurus Mason Bee,Osmia taurus,Taurus Mason Bee,Insecta,461507
154753736,f0143f7f-1465-465d-be7e-e72eeba32453,2023/04/13 4:21 AM,2023-04-13,2023-04-13 08:21:00 UTC,Eastern Time (US & Canada),2023-04-13 21:49:21 UTC,https://www.inaturalist.org/observations/154753736,https://inaturalist-open-data.s3.amazonaws.com/photos/267426219/medium.jpeg,41.2059157,-76.0660369,,,Luzerne,Taurus Mason Bee,Osmia taurus,Taurus Mason Bee,Insecta,461507
154754070,b4d54aff-f097-4b5e-a90c-a932b3fa6bea,2023/04/13 4:17 AM,2023-04-13,2023-04-13 08:17:00 UTC,Eastern Time (US & Canada),2023-04-13 21:52:08 UTC,https://www.inaturalist.org/observations/154754070,https://inaturalist-open-data.s3.amazonaws.com/photos/267426827/medium.jpeg,41.2059157,-76.0660369,,,Luzerne,Taurus Mason Bee,Osmia taurus,Taurus Mason Bee,Insecta,461507
154829386,7aa6f619-f380-428a-a971-8f8ec2d1a3ac,2023-04-14 11:36:20-04:00,2023-04-14,2023-04-14 15:36:20 UTC,Eastern Time (US & Canada),2023-04-14 15:38:28 UTC,https://www.inaturalist.org/observations/154829386,https://inaturalist-open-data.s3.amazonaws.com/photos/267564698/medium.jpg,39.9459033333,-75.1477805,,,Philadelphia,Taurus Mason Bee,Osmia taurus,Taurus Mason Bee,Insecta,461507
154975173,ecebcf15-8047-4fe6-9b50-e68aa654ff49,2023-04-15 10:44:01,2023-04-15,2023-04-15 14:44:01 UTC,Eastern Time (US & Canada),2023-04-15 14:46:02 UTC,https://www.inaturalist.org/observations/154975173,https://static.inaturalist.org/photos/267832230/medium.jpeg,40.3344949722,-75.635316,,,Berks,Horn-faced Mason Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
155229412,a4768040-905d-43ac-8ba4-83371b5cf38b,2023/04/16 2:35 PM,2023-04-16,2023-04-16 18:35:00 UTC,Eastern Time (US & Canada),2023-04-16 21:42:31 UTC,https://www.inaturalist.org/observations/155229412,https://inaturalist-open-data.s3.amazonaws.com/photos/268295333/medium.jpeg,40.0430754398,-75.3410260349,,,Montgomery,Bufflehead Mason Bee,Osmia bucephala,Bufflehead Mason Bee,Insecta,199125
155261280,3e11e97f-942d-4ec2-83f9-8a84146fad71,2023-04-16 12:38:38-04:00,2023-04-16,2023-04-16 16:38:38 UTC,Eastern Time (US & Canada),2023-04-17 01:22:30 UTC,https://www.inaturalist.org/observations/155261280,https://inaturalist-open-data.s3.amazonaws.com/photos/268357210/medium.jpg,40.0311471667,-77.3045366667,,,Cumberland,Georgia Mason Bee,Osmia georgica,Georgia Mason Bee,Insecta,226669
155858881,12b8a54e-e982-4e4a-a0ce-7b6b51b2ce84,2023-04-20 16:31:59-04:00,2023-04-20,2023-04-20 20:31:59 UTC,Eastern Time (US & Canada),2023-04-21 07:26:39 UTC,https://www.inaturalist.org/observations/155858881,https://inaturalist-open-data.s3.amazonaws.com/photos/269458241/medium.jpg,39.9812868056,-80.030767039,,,Greene,Eastern Blue Orchard Bee,Osmia lignaria lignaria,Eastern Blue Orchard Bee,Insecta,569490
156067179,e3120c9d-68e0-45c4-9de8-4673cc2c898b,2023-04-22 11:54:27-04:00,2023-04-22,2023-04-22 15:54:27 UTC,Eastern Time (US & Canada),2023-04-22 16:04:28 UTC,https://www.inaturalist.org/observations/156067179,https://inaturalist-open-data.s3.amazonaws.com/photos/269830010/medium.jpg,40.3286866667,-75.0671388333,,,Bucks,Taurus Mason Bee,Osmia taurus,Taurus Mason Bee,Insecta,461507
156951701,80a0d52d-4a47-4d1e-9969-7172a69cf28e,2023/04/27 1:30 PM,2023-04-27,2023-04-27 17:30:00 UTC,Eastern Time (US & Canada),2023-04-27 21:39:03 UTC,https://www.inaturalist.org/observations/156951701,https://inaturalist-open-data.s3.amazonaws.com/photos/271438156/medium.jpeg,40.4519109357,-78.3791042535,,,Blair,Georgia Mason Bee,Osmia georgica,Georgia Mason Bee,Insecta,226669
158841190,915eb711-4e1c-4c13-a7d9-b55b419ad3d9,2023-05-01 16:30:28-04:00,2023-05-01,2023-05-01 20:30:28 UTC,Eastern Time (US & Canada),2023-05-01 20:33:09 UTC,https://www.inaturalist.org/observations/158841190,https://inaturalist-open-data.s3.amazonaws.com/photos/274455999/medium.jpg,40.2521383333,-79.239655,,,Westmoreland,Horn-faced Mason Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
159746604,ce1d7d08-22fd-4fff-a970-a285c59b1b21,2023-05-04 15:42:53,2023-05-04,2023-05-04 19:42:53 UTC,Eastern Time (US & Canada),2023-05-04 22:23:54 UTC,https://www.inaturalist.org/observations/159746604,https://inaturalist-open-data.s3.amazonaws.com/photos/276016789/medium.jpeg,41.2187777778,-75.8420550833,,,Luzerne,Eastern Blue Orchard Bee,Osmia lignaria lignaria,Eastern Blue Orchard Bee,Insecta,569490
160067549,ffa5acd4-5cbf-4561-82e4-2ca6fd280a2d,Fri May 05 2023 20:50:39 GMT -0400 (EDT),2023-05-05,2023-05-06 00:50:39 UTC,Eastern Time (US & Canada),2023-05-06 13:31:34 UTC,https://www.inaturalist.org/observations/160067549,https://inaturalist-open-data.s3.amazonaws.com/photos/277312352/medium.jpg,40.8537597656,-77.2966918945,,,Union,Taurus Mason Bee,Osmia taurus,Taurus Mason Bee,Insecta,461507
160068878,9dd06b95-e571-4a3b-aa7c-4823a285ab35,Fri May 05 2023 20:26:30 GMT -0400 (EDT),2023-05-05,2023-05-06 00:26:30 UTC,Eastern Time (US & Canada),2023-05-06 13:39:40 UTC,https://www.inaturalist.org/observations/160068878,https://inaturalist-open-data.s3.amazonaws.com/photos/277311325/medium.jpg,40.8549499512,-77.1659240723,,,Union,Taurus Mason Bee,Osmia taurus,Taurus Mason Bee,Insecta,461507
160611728,ccbf9c97-beae-467c-aa70-f17bfecd7f7f,2023-05-08 15:03:54-04:00,2023-05-08,2023-05-08 19:03:54 UTC,Eastern Time (US & Canada),2023-05-08 19:05:12 UTC,https://www.inaturalist.org/observations/160611728,https://static.inaturalist.org/photos/277548826/medium.jpg,40.5682172595,-79.9211566989,,,Allegheny,Taurus Mason Bee,Osmia taurus,Taurus Mason Bee,Insecta,461507
161070844,b9e43cc1-95ab-47b1-af2c-f8defd62b4a6,2023/05/10,2023-05-10,,Eastern Time (US & Canada),2023-05-11 13:40:47 UTC,https://www.inaturalist.org/observations/161070844,https://inaturalist-open-data.s3.amazonaws.com/photos/278383299/medium.jpeg,40.6259316,-75.3704579,,,Northampton,Horn-faced Mason Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
161865941,e48e142a-6c2b-4566-9b3d-86676357745c,2023-05-12 14:41:29-04:00,2023-05-12,2023-05-12 18:41:29 UTC,Eastern Time (US & Canada),2023-05-15 20:39:36 UTC,https://www.inaturalist.org/observations/161865941,https://inaturalist-open-data.s3.amazonaws.com/photos/279818976/medium.jpg,39.94552,-75.9711,,,Chester,Georgia Mason Bee,Osmia georgica,Georgia Mason Bee,Insecta,226669
161911282,b50d6438-10f5-452c-8ed9-753385a850bc,2023/05/15 10:17 AM,2023-05-15,2023-05-15 14:17:00 UTC,Eastern Time (US & Canada),2023-05-16 01:59:36 UTC,https://www.inaturalist.org/observations/161911282,https://inaturalist-open-data.s3.amazonaws.com/photos/279905255/medium.jpeg,41.2192717879,-75.8385894041,,,Luzerne,Taurus Mason Bee,Osmia taurus,Taurus Mason Bee,Insecta,461507
161911435,336055f3-e7fb-4908-a631-6ecaca94a26f,2023/05/15 10:17 AM,2023-05-15,2023-05-15 14:17:00 UTC,Eastern Time (US & Canada),2023-05-16 02:00:08 UTC,https://www.inaturalist.org/observations/161911435,https://inaturalist-open-data.s3.amazonaws.com/photos/279905414/medium.jpeg,41.217526882,-75.8413442587,,,Luzerne,Taurus Mason Bee,Osmia taurus,Taurus Mason Bee,Insecta,461507
161911515,46cc4e14-fe25-49cf-a4f9-9e6ada77770c,2023-04-10 16:08:17-04:00,2023-04-10,2023-04-10 20:08:17 UTC,Eastern Time (US & Canada),2023-05-16 02:00:43 UTC,https://www.inaturalist.org/observations/161911515,https://inaturalist-open-data.s3.amazonaws.com/photos/279905638/medium.jpg,40.1693331455,-79.8751396907,,,Washington,Horn-faced Mason Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
161911760,98ec093a-e783-43bc-a50e-2c87ec5217eb,2023-04-20 10:37:00-04:00,2023-04-20,2023-04-20 14:37:00 UTC,Eastern Time (US & Canada),2023-05-16 02:02:25 UTC,https://www.inaturalist.org/observations/161911760,https://inaturalist-open-data.s3.amazonaws.com/photos/279906010/medium.jpg,40.1693168115,-79.8751637382,,,Washington,Bufflehead Mason Bee,Osmia bucephala,Bufflehead Mason Bee,Insecta,199125
161954703,edfe8363-8c1c-43ac-b280-081365910b83,2023/05/15 11:33 AM,2023-05-15,2023-05-15 15:33:00 UTC,Eastern Time (US & Canada),2023-05-16 11:19:07 UTC,https://www.inaturalist.org/observations/161954703,https://inaturalist-open-data.s3.amazonaws.com/photos/279987630/medium.jpeg,41.2194634223,-75.8436617634,,,Luzerne,Taurus Mason Bee,Osmia taurus,Taurus Mason Bee,Insecta,461507
163335659,598fe9bb-79e5-45ae-909c-7c3de9421cfd,2023-05-23 12:54:59-04:00,2023-05-23,2023-05-23 16:54:59 UTC,Eastern Time (US & Canada),2023-05-23 16:55:31 UTC,https://www.inaturalist.org/observations/163335659,https://inaturalist-open-data.s3.amazonaws.com/photos/282492166/medium.jpg,40.6952329424,-75.2110093148,,,Northampton,Georgia Mason Bee,Osmia georgica,Georgia Mason Bee,Insecta,226669
163428451,78bc60a7-033d-4408-aa9f-410b76387276,2023-05-23 05:11:01,2023-05-23,2023-05-23 09:11:01 UTC,Eastern Time (US & Canada),2023-05-24 03:36:11 UTC,https://www.inaturalist.org/observations/163428451,https://static.inaturalist.org/photos/282664763/medium.jpeg,39.763279019,-76.3799203187,,,York,Georgia Mason Bee,Osmia georgica,Georgia Mason Bee,Insecta,226669
165311316,bbd1e9e4-e55e-4629-bcd8-50149ef04b35,2023-06-02 16:28:43-04:00,2023-06-02,2023-06-02 20:28:43 UTC,Eastern Time (US & Canada),2023-06-03 14:36:53 UTC,https://www.inaturalist.org/observations/165311316,https://inaturalist-open-data.s3.amazonaws.com/photos/286144379/medium.jpg,40.0492333333,-75.2189383333,,,Philadelphia,Georgia Mason Bee,Osmia georgica,Georgia Mason Bee,Insecta,226669
