id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,created_at,url,image_url,latitude,longitude,private_latitude,private_longitude,place_county_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
166342379,dd239d2e-a9bf-4aa5-b689-4b7e8bb7a555,2023/06/04 6:05 PM,2023-06-04,2023-06-04 22:05:00 UTC,Eastern Time (US & Canada),2023-06-09 01:20:41 UTC,https://www.inaturalist.org/observations/166342379,https://inaturalist-open-data.s3.amazonaws.com/photos/288043473/medium.jpeg,40.8061397066,-77.8677189884,,,Centre,Georgia Mason Bee,Osmia georgica,Georgia Mason Bee,Insecta,226669
167043029,7badb25b-735e-4386-86f3-6d405dafb444,2023-06-10 22:19:12,2023-06-10,2023-06-11 02:19:12 UTC,Eastern Time (US & Canada),2023-06-12 17:09:58 UTC,https://www.inaturalist.org/observations/167043029,https://static.inaturalist.org/photos/289324718/medium.jpeg,39.763279019,-76.3799203187,,,York,Georgia Mason Bee,Osmia georgica,Georgia Mason Bee,Insecta,226669
167927481,f4abcc2e-bd3b-45f0-a993-3d7e30b23d84,2023/05/22 8:56 AM,2023-05-22,2023-05-22 12:56:00 UTC,Eastern Time (US & Canada),2023-06-17 18:17:02 UTC,https://www.inaturalist.org/observations/167927481,https://inaturalist-open-data.s3.amazonaws.com/photos/290958630/medium.jpg,40.2931246459,-75.0622501905,,,Bucks,Horn-faced Mason Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
168759156,2a9cb16a-fba9-427f-a689-eaefb9f14278,2023-06-20 16:13:50-04:00,2023-06-20,2023-06-20 20:13:50 UTC,Eastern Time (US & Canada),2023-06-22 01:57:50 UTC,https://www.inaturalist.org/observations/168759156,https://inaturalist-open-data.s3.amazonaws.com/photos/292511542/medium.jpg,40.1692871383,-79.8751298827,,,Washington,Bufflehead Mason Bee,Osmia bucephala,Bufflehead Mason Bee,Insecta,199125
169066948,4752fc9c-4c12-4157-8035-d377120858a6,2022/04/16 9:49 AM,2022-04-16,2022-04-16 13:49:00 UTC,Eastern Time (US & Canada),2023-06-23 21:18:50 UTC,https://www.inaturalist.org/observations/169066948,https://inaturalist-open-data.s3.amazonaws.com/photos/293072194/medium.jpg,39.951373,-75.4440435,,,Delaware,Bufflehead Mason Bee,Osmia bucephala,Bufflehead Mason Bee,Insecta,199125
169156708,10ceaa8a-02d2-435f-9b57-079ea8f31e15,2023-06-23 18:43:43,2023-06-23,2023-06-23 22:43:43 UTC,Eastern Time (US & Canada),2023-06-24 12:02:21 UTC,https://www.inaturalist.org/observations/169156708,https://static.inaturalist.org/photos/293242193/medium.jpeg,40.4491748089,-80.1924880242,,,Allegheny,Bufflehead Mason Bee,Osmia bucephala,Bufflehead Mason Bee,Insecta,199125
169156843,0d9cd8f3-40bf-49f9-8570-8216e1448f08,2023-06-23 18:43:44,2023-06-23,2023-06-23 22:43:44 UTC,Eastern Time (US & Canada),2023-06-24 12:03:41 UTC,https://www.inaturalist.org/observations/169156843,https://static.inaturalist.org/photos/293242444/medium.jpeg,40.5143984055,-80.0154350314,,,Allegheny,Bufflehead Mason Bee,Osmia bucephala,Bufflehead Mason Bee,Insecta,199125
174199643,65fbc667-1a0a-4101-924a-e3cfd1a04595,2022/05/11 12:14 PM,2022-05-11,2022-05-11 16:14:00 UTC,Eastern Time (US & Canada),2023-07-22 01:52:55 UTC,https://www.inaturalist.org/observations/174199643,https://inaturalist-open-data.s3.amazonaws.com/photos/302610306/medium.jpeg,40.2475509204,-75.6192848841,,,Berks,Horn-faced Mason Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
195509660,a3f33188-1244-474b-a07e-fe3d87127395,2023-04-09 13:15:22-04:00,2023-04-09,2023-04-09 17:15:22 UTC,Eastern Time (US & Canada),2024-01-01 22:28:16 UTC,https://www.inaturalist.org/observations/195509660,https://static.inaturalist.org/photos/343971066/medium.jpg,40.1511143061,-76.2970374217,,,Lancaster,Horn-faced Mason Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
201474329,a34b5e16-7a4b-42ec-9e13-d545118f3790,2023-06-26 16:23:14-04:00,2023-06-26,2023-06-26 20:23:14 UTC,Eastern Time (US & Canada),2024-03-06 14:05:44 UTC,https://www.inaturalist.org/observations/201474329,https://inaturalist-open-data.s3.amazonaws.com/photos/355659026/medium.jpg,40.3416716667,-78.94638,,,Cambria,Bufflehead Mason Bee,Osmia bucephala,Bufflehead Mason Bee,Insecta,199125
202773465,58a3714f-cd25-43b4-ada7-153121fe769f,2024/03/13 10:20,2024-03-13,2024-03-13 14:20:00 UTC,Eastern Time (US & Canada),2024-03-17 05:16:58 UTC,https://www.inaturalist.org/observations/202773465,https://inaturalist-open-data.s3.amazonaws.com/photos/358167214/medium.jpg,40.8013241761,-77.8654135221,,,Centre,Osmia cornifrons,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
202846985,d35391ff-eba8-4c25-bbe0-f63bf341743b,2024-03-13 10:20:00,2024-03-13,2024-03-13 14:20:00 UTC,Eastern Time (US & Canada),2024-03-17 17:44:11 UTC,https://www.inaturalist.org/observations/202846985,https://inaturalist-open-data.s3.amazonaws.com/photos/358304726/medium.jpeg,40.8017052876,-77.8655214608,,,Centre,Osmia cornifrons,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
202856066,f63cae5f-16c1-46a9-8810-9f087ee68d09,2024-03-13 00:30:00,2024-03-13,2024-03-13 04:30:00 UTC,Eastern Time (US & Canada),2024-03-17 18:40:47 UTC,https://www.inaturalist.org/observations/202856066,https://inaturalist-open-data.s3.amazonaws.com/photos/358321413/medium.jpeg,40.8038663241,-77.863576524,,,Centre,Osmia cornifrons,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
203302555,d5ff969d-f56e-49ba-9204-a29d67744f39,2024-03-14 11:20:00,2024-03-14,2024-03-14 15:20:00 UTC,Eastern Time (US & Canada),2024-03-21 01:14:56 UTC,https://www.inaturalist.org/observations/203302555,https://inaturalist-open-data.s3.amazonaws.com/photos/359176883/medium.jpeg,40.8018504586,-77.8649514914,,,Centre,Osmia cornifrons,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
203302667,de8fafd1-21f3-4b1e-8092-d933a3c5bb42,2024-03-14 10:45:00,2024-03-14,2024-03-14 14:45:00 UTC,Eastern Time (US & Canada),2024-03-21 01:16:44 UTC,https://www.inaturalist.org/observations/203302667,https://inaturalist-open-data.s3.amazonaws.com/photos/359177225/medium.jpeg,40.8018504586,-77.8649514914,,,Centre,Osmia cornifrons,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
203302714,413920b0-55b8-48f8-8d9e-1a78925dec6f,2024-03-14 22:50:00,2024-03-14,2024-03-15 02:50:00 UTC,Eastern Time (US & Canada),2024-03-21 01:17:26 UTC,https://www.inaturalist.org/observations/203302714,https://inaturalist-open-data.s3.amazonaws.com/photos/359177355/medium.jpeg,40.8018504586,-77.8649514914,,,Centre,Osmia cornifrons,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
203302822,2ed85f00-ae45-44ed-9066-386a6bb293e7,2024-03-14 12:20:00,2024-03-14,2024-03-14 16:20:00 UTC,Eastern Time (US & Canada),2024-03-21 01:18:39 UTC,https://www.inaturalist.org/observations/203302822,https://inaturalist-open-data.s3.amazonaws.com/photos/359177608/medium.jpeg,40.8018504586,-77.8649514914,,,Centre,Osmia cornifrons,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
203302885,d27a6fb7-db12-4cba-99f2-8322bcceafc2,2024-03-14 12:30:00,2024-03-14,2024-03-14 16:30:00 UTC,Eastern Time (US & Canada),2024-03-21 01:19:20 UTC,https://www.inaturalist.org/observations/203302885,https://inaturalist-open-data.s3.amazonaws.com/photos/359177734/medium.jpeg,40.8018504586,-77.8649514914,,,Centre,Osmia cornifrons,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
203302939,c0a76a86-df8d-47f0-8214-bb4a513df80b,2024-03-14 10:30:00,2024-03-14,2024-03-14 14:30:00 UTC,Eastern Time (US & Canada),2024-03-21 01:20:08 UTC,https://www.inaturalist.org/observations/203302939,https://inaturalist-open-data.s3.amazonaws.com/photos/359177846/medium.jpeg,40.8018504586,-77.8649514914,,,Centre,Osmia cornifrons,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
204440432,251bf01d-66ca-426c-b67d-867d9d09f34d,2024/03/29 3:37 PM,2024-03-29,2024-03-29 19:37:00 UTC,Eastern Time (US & Canada),2024-03-29 19:37:38 UTC,https://www.inaturalist.org/observations/204440432,https://inaturalist-open-data.s3.amazonaws.com/photos/361361553/medium.jpg,40.7134059273,-76.8400044785,,,Northumberland,Horn-faced Mason Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
205600355,b84f62eb-a7ba-4e74-bc80-85f5d56ee2c7,2024/04/05 11:15 AM,2024-04-05,2024-04-05 15:15:00 UTC,Eastern Time (US & Canada),2024-04-06 01:54:19 UTC,https://www.inaturalist.org/observations/205600355,https://inaturalist-open-data.s3.amazonaws.com/photos/363560368/medium.jpg,39.8923335686,-75.2577020754,,,Philadelphia,Blue Orchard Bee,Osmia lignaria,Blue Orchard Bee,Insecta,121507
206354887,91a37cb2-40fc-4d19-827d-f9af420340fd,2024/04/09 3:23 PM,2024-04-09,2024-04-09 19:23:00 UTC,Eastern Time (US & Canada),2024-04-10 02:25:58 UTC,https://www.inaturalist.org/observations/206354887,https://inaturalist-open-data.s3.amazonaws.com/photos/364971654/medium.jpg,39.8921688635,-75.2575570228,,,Philadelphia,Blue Orchard Bee,Osmia lignaria,Blue Orchard Bee,Insecta,121507
213680419,173bae75-02b0-47ee-8123-35bf27fdf733,2024-04-24 11:37:38-04:00,2024-04-24,2024-04-24 15:37:38 UTC,Eastern Time (US & Canada),2024-05-05 13:31:15 UTC,https://www.inaturalist.org/observations/213680419,https://inaturalist-open-data.s3.amazonaws.com/photos/377647252/medium.jpg,41.2691384379,-79.3031512388,,,Clarion,Bufflehead Mason Bee,Osmia bucephala,Bufflehead Mason Bee,Insecta,199125
214622180,afb3c6e6-94a0-4ab2-a390-7c5e9cd245e5,2024-05-09 13:03:06-04:00,2024-05-09,2024-05-09 17:03:06 UTC,Eastern Time (US & Canada),2024-05-09 17:17:54 UTC,https://www.inaturalist.org/observations/214622180,https://inaturalist-open-data.s3.amazonaws.com/photos/379371815/medium.jpg,40.1690833333,-79.8751,,,Washington,Bufflehead Mason Bee,Osmia bucephala,Bufflehead Mason Bee,Insecta,199125
214683893,f8d095fe-2ec0-4c02-88d5-90b8deef26f6,2024/05/09 1:10 PM,2024-05-09,2024-05-09 17:10:00 UTC,Eastern Time (US & Canada),2024-05-09 22:55:28 UTC,https://www.inaturalist.org/observations/214683893,https://inaturalist-open-data.s3.amazonaws.com/photos/379488729/medium.jpg,40.2989951,-75.1810063,,,Bucks,Blue Orchard Bee,Osmia lignaria,Blue Orchard Bee,Insecta,121507
217599283,b828b8dc-2ced-492b-a45b-b800aa9ee295,2024-05-22 13:42:48-04:00,2024-05-22,2024-05-22 17:42:48 UTC,Eastern Time (US & Canada),2024-05-23 00:06:56 UTC,https://www.inaturalist.org/observations/217599283,https://inaturalist-open-data.s3.amazonaws.com/photos/384965096/medium.jpg,40.3285133333,-76.7301716667,,,Dauphin,Bufflehead Mason Bee,Osmia bucephala,Bufflehead Mason Bee,Insecta,199125
217602922,353cd143-6608-4733-8ba5-72ab9f8160fa,2024/05/22 11:16 AM,2024-05-22,2024-05-22 15:16:00 UTC,Eastern Time (US & Canada),2024-05-23 00:32:46 UTC,https://www.inaturalist.org/observations/217602922,https://inaturalist-open-data.s3.amazonaws.com/photos/384971094/medium.jpg,40.0308951097,-75.3927241905,,,Delaware,Georgia Mason Bee,Osmia georgica,Georgia Mason Bee,Insecta,226669
218103295,8a7a04b3-091c-4c34-9bdb-eb00a3c6edf8,2024-05-24 15:23:23-04:00,2024-05-24,2024-05-24 19:23:23 UTC,Eastern Time (US & Canada),2024-05-25 13:21:55 UTC,https://www.inaturalist.org/observations/218103295,https://inaturalist-open-data.s3.amazonaws.com/photos/385915699/medium.jpg,40.3285133333,-76.7302033333,,,Dauphin,Bufflehead Mason Bee,Osmia bucephala,Bufflehead Mason Bee,Insecta,199125
218201319,95c8551d-615f-42bc-9dd7-d34ac5a987c5,2024-05-24 15:21:15-04:00,2024-05-24,2024-05-24 19:21:15 UTC,Eastern Time (US & Canada),2024-05-25 20:15:49 UTC,https://www.inaturalist.org/observations/218201319,https://inaturalist-open-data.s3.amazonaws.com/photos/386092833/medium.jpg,40.3285716667,-76.7302166667,,,Dauphin,Bufflehead Mason Bee,Osmia bucephala,Bufflehead Mason Bee,Insecta,199125
221940177,83c19158-396a-4004-99c6-63fc603ac713,2024/06/10 1:44 PM,2024-06-10,2024-06-10 17:44:00 UTC,Eastern Time (US & Canada),2024-06-11 00:58:58 UTC,https://www.inaturalist.org/observations/221940177,https://inaturalist-open-data.s3.amazonaws.com/photos/393081846/medium.jpeg,40.507509752,-75.2210435038,,,Bucks,Bufflehead Mason Bee,Osmia bucephala,Bufflehead Mason Bee,Insecta,199125
234610536,2d696987-7d47-4bf0-9f30-ce524bf6a8b7,2024/05/21 8:07 PM,2024-05-21,2024-05-22 00:07:00 UTC,Eastern Time (US & Canada),2024-08-09 00:09:41 UTC,https://www.inaturalist.org/observations/234610536,https://inaturalist-open-data.s3.amazonaws.com/photos/417104796/medium.jpeg,40.283305,-76.834981,,,Dauphin,Georgia Mason Bee,Osmia georgica,Georgia Mason Bee,Insecta,226669
234682203,d532a77f-aca1-48a5-877d-96c81268abd6,2024/05/01 11:43 AM,2024-05-01,2024-05-01 15:43:00 UTC,Eastern Time (US & Canada),2024-08-09 12:52:51 UTC,https://www.inaturalist.org/observations/234682203,https://inaturalist-open-data.s3.amazonaws.com/photos/417248090/medium.jpeg,40.283305,-76.834981,,,Dauphin,Horn-faced Mason Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
235749974,eb6ddea7-1dec-4cae-a578-801b28e9ae4e,2023/06/24 12:54 PM,2023-06-24,2023-06-24 16:54:00 UTC,Eastern Time (US & Canada),2024-08-14 16:55:31 UTC,https://www.inaturalist.org/observations/235749974,https://inaturalist-open-data.s3.amazonaws.com/photos/419307569/medium.jpg,40.283405,-76.834987,,,Dauphin,Mason Bees,Osmia,Mason Bees,Insecta,57674
247348464,6918942d-576f-44d3-bbfa-a568253da54f,2024/04/26 6:24 PM,2024-04-26,2024-04-26 22:24:00 UTC,Eastern Time (US & Canada),2024-10-14 18:17:03 UTC,https://www.inaturalist.org/observations/247348464,https://inaturalist-open-data.s3.amazonaws.com/photos/441749266/medium.jpeg,40.2834265301,-76.8349897977,,,Dauphin,Taurus Mason Bee,Osmia taurus,Taurus Mason Bee,Insecta,461507
253303306,8addc9e7-b32b-4321-a6cb-e242733c8450,2024/05/08 12:58 PM,2024-05-08,2024-05-08 16:58:00 UTC,Eastern Time (US & Canada),2024-11-27 17:00:45 UTC,https://www.inaturalist.org/observations/253303306,https://inaturalist-open-data.s3.amazonaws.com/photos/453524178/medium.jpeg,40.2834265301,-76.8349897977,,,Dauphin,Georgia Mason Bee,Osmia georgica,Georgia Mason Bee,Insecta,226669
264799346,659a8da8-7194-4872-8a73-a90ffe151439,2024/04/09 3:50 PM,2024-04-09,2024-04-09 19:50:00 UTC,Eastern Time (US & Canada),2025-03-10 13:18:25 UTC,https://www.inaturalist.org/observations/264799346,https://inaturalist-open-data.s3.amazonaws.com/photos/475524016/medium.jpg,40.7933949,-77.8600012,,,Centre,Taurus Mason Bee,Osmia taurus,Taurus Mason Bee,Insecta,461507
267551721,e0256e2b-a8e0-43ca-854b-d1cc654f6d99,2025-03-29 13:08:22,2025-03-29,2025-03-29 17:08:22 UTC,Eastern Time (US & Canada),2025-03-29 18:15:37 UTC,https://www.inaturalist.org/observations/267551721,https://inaturalist-open-data.s3.amazonaws.com/photos/480825432/medium.jpeg,40.7224287,-75.6622581997,,,Lehigh,Blue Orchard Bee,Osmia lignaria,Blue Orchard Bee,Insecta,121507
268154705,d324fbd2-a596-4d45-a714-9f0f5763c18e,2025/03/30 3:48 PM,2025-03-30,2025-03-30 19:48:00 UTC,Eastern Time (US & Canada),2025-04-02 00:41:56 UTC,https://www.inaturalist.org/observations/268154705,https://static.inaturalist.org/photos/481974727/medium.jpg,39.7632793506,-76.37992018,,,York,Horn-faced Mason Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
269181416,1287168e-cf9a-4cf0-9e40-46e43b88e52c,2025-04-07 15:11:37-04:00,2025-04-07,2025-04-07 19:11:37 UTC,Eastern Time (US & Canada),2025-04-07 20:41:32 UTC,https://www.inaturalist.org/observations/269181416,https://inaturalist-open-data.s3.amazonaws.com/photos/483954496/medium.jpg,40.8621297952,-77.2716968755,,,Union,Horn-faced Mason Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
269277099,4a642b63-7c6d-40fa-b27b-1549d3e49147,2025-04-08 08:37:18-04:00,2025-04-08,2025-04-08 12:37:18 UTC,Eastern Time (US & Canada),2025-04-08 12:39:02 UTC,https://www.inaturalist.org/observations/269277099,https://inaturalist-open-data.s3.amazonaws.com/photos/484142550/medium.jpg,40.8621290316,-77.2716971387,,,Union,Horn-faced Mason Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
269282159,ab208f99-381f-429c-b19f-de88d50dfde0,2025-04-08 09:12:08-04:00,2025-04-08,2025-04-08 13:12:08 UTC,Eastern Time (US & Canada),2025-04-08 13:23:48 UTC,https://www.inaturalist.org/observations/269282159,https://inaturalist-open-data.s3.amazonaws.com/photos/484152857/medium.jpg,40.8621365167,-77.2716956504,,,Union,Horn-faced Mason Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
271089740,245c4d62-2283-4310-a05f-d11646dcae13,2025/04/17 11:41 AM,2025-04-17,2025-04-17 15:41:00 UTC,Eastern Time (US & Canada),2025-04-17 21:24:09 UTC,https://www.inaturalist.org/observations/271089740,https://inaturalist-open-data.s3.amazonaws.com/photos/487595497/medium.jpeg,39.9522283397,-75.4355790084,,,Delaware,Horn-faced Mason Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
271342908,f0848695-5106-4add-8b71-e816b680e7c7,2025-04-18 11:18:46,2025-04-18,2025-04-18 15:18:46 UTC,Eastern Time (US & Canada),2025-04-19 01:22:42 UTC,https://www.inaturalist.org/observations/271342908,https://inaturalist-open-data.s3.amazonaws.com/photos/488079718/medium.jpg,40.4231533333,-79.9383083333,,,Allegheny,Horn-faced Mason Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
272537745,e4ab4ad7-734a-47c5-9b5d-f62805e4b2a7,2025-04-23 12:13:06,2025-04-23,2025-04-23 16:13:06 UTC,Eastern Time (US & Canada),2025-04-23 21:26:49 UTC,https://www.inaturalist.org/observations/272537745,https://inaturalist-open-data.s3.amazonaws.com/photos/490320547/medium.jpeg,41.2187517997,-75.8419805997,,,Luzerne,Blue Orchard Bee,Osmia lignaria,Blue Orchard Bee,Insecta,121507
272715978,40c97c57-d747-4710-aea4-49bda035f0b8,2025-04-24 11:28:06-04:00,2025-04-24,2025-04-24 15:28:06 UTC,Eastern Time (US & Canada),2025-04-24 16:22:17 UTC,https://www.inaturalist.org/observations/272715978,https://static.inaturalist.org/photos/490645837/medium.jpg,40.54248,-79.9061666667,,,Allegheny,Georgia Mason Bee,Osmia georgica,Georgia Mason Bee,Insecta,226669
273155939,d7888416-3776-4451-a846-89f9a98af187,2025-04-25 10:30:50,2025-04-25,2025-04-25 14:30:50 UTC,Eastern Time (US & Canada),2025-04-25 15:24:13 UTC,https://www.inaturalist.org/observations/273155939,https://inaturalist-open-data.s3.amazonaws.com/photos/491344006/medium.jpeg,40.0280611111,-79.0653805556,,,Somerset,Horn-faced Mason Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
276631869,386a2e0c-2660-4f51-afa6-09ed1cc02b66,2025-04-29 12:07:53,2025-04-29,2025-04-29 16:07:53 UTC,Eastern Time (US & Canada),2025-04-29 16:09:37 UTC,https://www.inaturalist.org/observations/276631869,https://static.inaturalist.org/photos/496757688/medium.jpg,40.37678567,-80.0904138205,,,Allegheny,Taurus Mason Bee,Osmia taurus,Taurus Mason Bee,Insecta,461507
277215355,57756d06-49d0-4227-b3f6-113bf93b4b82,2025/04/30 12:53 AM,2025-04-30,2025-04-30 04:53:00 UTC,Eastern Time (US & Canada),2025-05-01 01:27:02 UTC,https://www.inaturalist.org/observations/277215355,https://inaturalist-open-data.s3.amazonaws.com/photos/497779499/medium.jpeg,41.2459149,-75.8813075,,,Luzerne,Horn-faced Mason Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
277216504,bc1d214e-2478-40ef-881a-3198154e2b20,2025/04/30 3:30 AM,2025-04-30,2025-04-30 07:30:00 UTC,Eastern Time (US & Canada),2025-05-01 01:32:07 UTC,https://www.inaturalist.org/observations/277216504,https://inaturalist-open-data.s3.amazonaws.com/photos/497782682/medium.jpeg,41.1109712685,-76.1361088934,,,Luzerne,Taurus Mason Bee,Osmia taurus,Taurus Mason Bee,Insecta,461507
277764669,82254267-f8e5-4db9-a596-e028fbadebd1,2025/05/02 11:46 AM,2025-05-02,2025-05-02 15:46:00 UTC,Eastern Time (US & Canada),2025-05-02 16:47:14 UTC,https://www.inaturalist.org/observations/277764669,https://inaturalist-open-data.s3.amazonaws.com/photos/498746549/medium.jpeg,40.2834265301,-76.8349897977,,,Dauphin,Georgia Mason Bee,Osmia georgica,Georgia Mason Bee,Insecta,226669
277935121,893fbc21-fb64-4427-bf87-1bfb1d16f477,2025-05-01 17:00:32,2025-05-01,2025-05-01 21:00:32 UTC,Eastern Time (US & Canada),2025-05-03 04:13:04 UTC,https://www.inaturalist.org/observations/277935121,https://inaturalist-open-data.s3.amazonaws.com/photos/499056674/medium.jpeg,40.063385375,-75.8970972449,,,Chester,Georgia Mason Bee,Osmia georgica,Georgia Mason Bee,Insecta,226669
278454345,c4280680-dc27-4d23-90b7-ec1cf1b9a455,2025-05-04 11:59:38,2025-05-04,2025-05-04 15:59:38 UTC,Eastern Time (US & Canada),2025-05-04 16:53:06 UTC,https://www.inaturalist.org/observations/278454345,https://inaturalist-open-data.s3.amazonaws.com/photos/499983762/medium.jpg,41.4474027055,-75.6173559947,,,Lackawanna,Blue Orchard Bee,Osmia lignaria,Blue Orchard Bee,Insecta,121507
279060735,f99ece2a-612b-4afe-9e2c-41601bc28e2d,2025/04/18 2:28 PM,2025-04-18,2025-04-18 18:28:00 UTC,Eastern Time (US & Canada),2025-05-06 20:39:41 UTC,https://www.inaturalist.org/observations/279060735,https://inaturalist-open-data.s3.amazonaws.com/photos/501095930/medium.jpg,40.2664924881,-75.3852327419,,,Montgomery,Horn-faced Mason Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
279060736,05342731-4a9f-4658-83e7-d599fb905c01,2025/04/18 2:32 PM,2025-04-18,2025-04-18 18:32:00 UTC,Eastern Time (US & Canada),2025-05-06 20:39:41 UTC,https://www.inaturalist.org/observations/279060736,https://inaturalist-open-data.s3.amazonaws.com/photos/501096002/medium.jpg,40.2664060917,-75.3852163296,,,Montgomery,Horn-faced Mason Bee,Osmia cornifrons,Horn-faced Mason Bee,Insecta,121508
280086822,7224bcfd-b1aa-44e3-be7a-673ecaef3b41,2025-05-10 13:17:58,2025-05-10,2025-05-10 17:17:58 UTC,Eastern Time (US & Canada),2025-05-10 23:10:53 UTC,https://www.inaturalist.org/observations/280086822,https://inaturalist-open-data.s3.amazonaws.com/photos/503009376/medium.jpeg,40.5055061997,-80.4129300997,,,Beaver,Blue Orchard Bee,Osmia lignaria,Blue Orchard Bee,Insecta,121507
280670412,bb70bcef-515d-4188-9bcc-be6847387ac8,2025-05-12 13:09:48-04:00,2025-05-12,2025-05-12 17:09:48 UTC,Eastern Time (US & Canada),2025-05-13 00:55:59 UTC,https://www.inaturalist.org/observations/280670412,https://static.inaturalist.org/photos/504116363/medium.jpg,39.80303,-76.2904966667,,,Lancaster,Georgia Mason Bee,Osmia georgica,Georgia Mason Bee,Insecta,226669
